player_id,full_name,ioc,hand,height,tourney_name,tourney_date,winner_age,year,round,tourney key,torneo_id
100644,Alexander Zverev,GER,R,198.0,wimbledon,20150629,18.1,2015,R128,wimbledon - 2015,3
100644,Alexander Zverev,GER,R,198.0,roland garros,20160523,19.0,2016,R128,roland garros - 2016,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20160523,19.0,2016,R64,roland garros - 2016,2
100644,Alexander Zverev,GER,R,198.0,wimbledon,20160627,19.1,2016,R128,wimbledon - 2016,3
100644,Alexander Zverev,GER,R,198.0,wimbledon,20160627,19.1,2016,R64,wimbledon - 2016,3
100644,Alexander Zverev,GER,R,198.0,us open,20160829,19.3,2016,R128,us open - 2016,4
100644,Alexander Zverev,GER,R,198.0,australian open,20170116,19.7,2017,R128,australian open - 2017,1
100644,Alexander Zverev,GER,R,198.0,australian open,20170116,19.7,2017,R64,australian open - 2017,1
100644,Alexander Zverev,GER,R,198.0,wimbledon,20170703,20.2,2017,R128,wimbledon - 2017,3
100644,Alexander Zverev,GER,R,198.0,wimbledon,20170703,20.2,2017,R64,wimbledon - 2017,3
100644,Alexander Zverev,GER,R,198.0,wimbledon,20170703,20.2,2017,R32,wimbledon - 2017,3
100644,Alexander Zverev,GER,R,198.0,us open,20170828,20.3,2017,R128,us open - 2017,4
100644,Alexander Zverev,GER,R,198.0,australian open,20180115,20.7,2018,R128,australian open - 2018,1
100644,Alexander Zverev,GER,R,198.0,australian open,20180115,20.7,2018,R64,australian open - 2018,1
100644,Alexander Zverev,GER,R,198.0,roland garros,20180528,21.1,2018,R128,roland garros - 2018,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20180528,21.1,2018,R64,roland garros - 2018,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20180528,21.1,2018,R32,roland garros - 2018,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20180528,21.1,2018,R16,roland garros - 2018,2
100644,Alexander Zverev,GER,R,198.0,wimbledon,20180702,21.1,2018,R128,wimbledon - 2018,3
100644,Alexander Zverev,GER,R,198.0,wimbledon,20180702,21.1,2018,R64,wimbledon - 2018,3
100644,Alexander Zverev,GER,R,198.0,us open,20180827,21.3,2018,R128,us open - 2018,4
100644,Alexander Zverev,GER,R,198.0,us open,20180827,21.3,2018,R64,us open - 2018,4
100644,Alexander Zverev,GER,R,198.0,australian open,20190114,21.7,2019,R32,australian open - 2019,1
100644,Alexander Zverev,GER,R,198.0,australian open,20190114,21.7,2019,R128,australian open - 2019,1
100644,Alexander Zverev,GER,R,198.0,australian open,20190114,21.7,2019,R64,australian open - 2019,1
100644,Alexander Zverev,GER,R,198.0,roland garros,20190527,22.0,2019,R128,roland garros - 2019,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20190527,22.0,2019,R64,roland garros - 2019,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20190527,22.0,2019,R32,roland garros - 2019,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20190527,22.0,2019,R16,roland garros - 2019,2
100644,Alexander Zverev,GER,R,198.0,us open,20190826,22.3,2019,R128,us open - 2019,4
100644,Alexander Zverev,GER,R,198.0,us open,20190826,22.3,2019,R64,us open - 2019,4
100644,Alexander Zverev,GER,R,198.0,us open,20190826,22.3,2019,R32,us open - 2019,4
100644,Alexander Zverev,GER,R,198.0,australian open,20200120,22.7,2020,R128,australian open - 2020,1
100644,Alexander Zverev,GER,R,198.0,australian open,20200120,22.7,2020,R64,australian open - 2020,1
100644,Alexander Zverev,GER,R,198.0,australian open,20200120,22.7,2020,R32,australian open - 2020,1
100644,Alexander Zverev,GER,R,198.0,australian open,20200120,22.7,2020,R16,australian open - 2020,1
100644,Alexander Zverev,GER,R,198.0,australian open,20200120,22.7,2020,QF,australian open - 2020,1
100644,Alexander Zverev,GER,R,198.0,us open,20200831,23.3,2020,R128,us open - 2020,4
100644,Alexander Zverev,GER,R,198.0,us open,20200831,23.3,2020,R64,us open - 2020,4
100644,Alexander Zverev,GER,R,198.0,us open,20200831,23.3,2020,R32,us open - 2020,4
100644,Alexander Zverev,GER,R,198.0,us open,20200831,23.3,2020,R16,us open - 2020,4
100644,Alexander Zverev,GER,R,198.0,us open,20200831,23.3,2020,QF,us open - 2020,4
100644,Alexander Zverev,GER,R,198.0,us open,20200831,23.3,2020,SF,us open - 2020,4
100644,Alexander Zverev,GER,R,198.0,roland garros,20200928,23.4,2020,R128,roland garros - 2020,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20200928,23.4,2020,R64,roland garros - 2020,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20200928,23.4,2020,R32,roland garros - 2020,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20210531,24.1,2021,R128,roland garros - 2021,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20210531,24.1,2021,R64,roland garros - 2021,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20210531,24.1,2021,R32,roland garros - 2021,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20210531,24.1,2021,R16,roland garros - 2021,2
100644,Alexander Zverev,GER,R,198.0,roland garros,20210531,24.1,2021,QF,roland garros - 2021,2
100644,Alexander Zverev,GER,R,198.0,wimbledon,20210628,24.1,2021,R128,wimbledon - 2021,3
100644,Alexander Zverev,GER,R,198.0,wimbledon,20210628,24.1,2021,R64,wimbledon - 2021,3
100644,Alexander Zverev,GER,R,198.0,wimbledon,20210628,24.1,2021,R32,wimbledon - 2021,3
100644,Alexander Zverev,GER,R,198.0,us open,20210830,24.3,2021,R128,us open - 2021,4
100644,Alexander Zverev,GER,R,198.0,us open,20210830,24.3,2021,R64,us open - 2021,4
100644,Alexander Zverev,GER,R,198.0,us open,20210830,24.3,2021,R32,us open - 2021,4
100644,Alexander Zverev,GER,R,198.0,us open,20210830,24.3,2021,R16,us open - 2021,4
100644,Alexander Zverev,GER,R,198.0,us open,20210830,24.3,2021,QF,us open - 2021,4
100644,Alexander Zverev,GER,R,198.0,australian open,20210208,23.8,2021,R128,australian open - 2021,1
100644,Alexander Zverev,GER,R,198.0,australian open,20210208,23.8,2021,R64,australian open - 2021,1
100644,Alexander Zverev,GER,R,198.0,australian open,20210208,23.8,2021,R32,australian open - 2021,1
100644,Alexander Zverev,GER,R,198.0,australian open,20210208,23.8,2021,R16,australian open - 2021,1
