tourney_name,round,year,total_2ndWon,total_1stIn,total_bpFaced,total_1stWon,total_SvGms,total_df,total_bpSaved,total_ace,%aces_por_punto,%doble_falta,%primer_serve_in,%primer_serve_won,%segundo_serve_won,%bp_saved,%bp_convertidos,%juegos_de_saques_ganados,%puntos_ganados_con_servicio,total_svpt,w_ace,l_ace
australian open,R128,2022,39.0,132.0,27.0,80.0,33.0,2.0,16.0,6.0,2.9268292682926833,0.975609756097561,64.39024390243902,60.60606060606061,53.42465753424658,59.25925925925925,59.25925925925925,100.0,58.048780487804876,205.0,4.0,2.0
australian open,R128,2023,61.0,198.0,20.0,142.0,49.0,7.0,10.0,24.0,7.570977917981073,2.2082018927444795,62.46056782334385,71.71717171717171,51.26050420168067,50.0,50.0,100.0,64.03785488958991,317.0,17.0,7.0
australian open,R128,2024,57.0,168.0,17.0,118.0,42.0,8.0,8.0,13.0,4.710144927536232,2.898550724637681,60.86956521739131,70.23809523809523,52.77777777777778,47.05882352941176,47.05882352941176,100.0,63.40579710144928,276.0,7.0,6.0
australian open,R64,2024,62.0,165.0,21.0,121.0,45.0,3.0,12.0,15.0,5.244755244755245,1.048951048951049,57.692307692307686,73.33333333333333,51.2396694214876,57.14285714285714,57.14285714285714,100.0,63.98601398601399,286.0,9.0,6.0
roland garros,R128,2021,29.0,130.0,21.0,91.0,30.0,5.0,13.0,10.0,4.926108374384237,2.4630541871921183,64.03940886699507,70.0,39.726027397260275,61.904761904761905,61.904761904761905,100.0,59.11330049261084,203.0,3.0,7.0
roland garros,R128,2022,45.0,214.0,30.0,140.0,47.0,11.0,17.0,14.0,4.605263157894736,3.618421052631579,70.39473684210526,65.42056074766354,50.0,56.666666666666664,56.666666666666664,100.0,60.85526315789473,304.0,10.0,4.0
roland garros,R128,2023,37.0,116.0,22.0,78.0,30.0,7.0,14.0,6.0,3.1746031746031744,3.7037037037037033,61.37566137566137,67.24137931034483,50.68493150684932,63.63636363636363,63.63636363636363,100.0,60.84656084656085,189.0,5.0,1.0
roland garros,R128,2024,39.0,113.0,15.0,83.0,30.0,2.0,9.0,9.0,4.864864864864865,1.0810810810810811,61.08108108108108,73.45132743362832,54.166666666666664,60.0,60.0,100.0,65.94594594594595,185.0,4.0,5.0
roland garros,R16,2021,45.0,168.0,13.0,108.0,41.0,4.0,2.0,12.0,4.743083003952568,1.5810276679841897,66.40316205533597,64.28571428571429,52.94117647058824,15.384615384615385,15.384615384615385,100.0,60.47430830039525,253.0,11.0,1.0
roland garros,R16,2023,26.0,108.0,21.0,69.0,25.0,7.0,12.0,8.0,4.848484848484849,4.242424242424243,65.45454545454545,63.888888888888886,45.614035087719294,57.14285714285714,57.14285714285714,100.0,57.57575757575758,165.0,6.0,2.0
roland garros,R32,2021,40.0,206.0,24.0,136.0,46.0,7.0,15.0,3.0,1.0869565217391304,2.536231884057971,74.63768115942028,66.01941747572816,57.14285714285714,62.5,62.5,100.0,63.76811594202898,276.0,2.0,1.0
roland garros,R32,2023,29.0,111.0,21.0,74.0,25.0,5.0,14.0,4.0,2.2988505747126435,2.8735632183908044,63.793103448275865,66.66666666666666,46.03174603174603,66.66666666666666,66.66666666666666,100.0,59.195402298850574,174.0,2.0,2.0
roland garros,R32,2024,52.0,178.0,20.0,115.0,47.0,4.0,6.0,6.0,2.112676056338028,1.4084507042253522,62.676056338028175,64.60674157303372,49.056603773584904,30.0,30.0,100.0,58.80281690140845,284.0,5.0,1.0
roland garros,R64,2021,30.0,134.0,32.0,81.0,29.0,8.0,23.0,6.0,3.076923076923077,4.102564102564102,68.71794871794872,60.447761194029844,49.18032786885246,71.875,71.875,100.0,56.92307692307692,195.0,4.0,2.0
roland garros,R64,2023,29.0,86.0,15.0,54.0,22.0,1.0,8.0,2.0,1.4388489208633095,0.7194244604316548,61.87050359712231,62.7906976744186,54.71698113207547,53.333333333333336,53.333333333333336,100.0,59.71223021582733,139.0,1.0,1.0
roland garros,R64,2024,26.0,113.0,16.0,80.0,29.0,5.0,8.0,6.0,3.508771929824561,2.923976608187134,66.08187134502924,70.79646017699115,44.827586206896555,50.0,50.0,100.0,61.98830409356725,171.0,2.0,4.0
us open,R128,2021,43.0,136.0,15.0,99.0,39.0,15.0,6.0,17.0,7.488986784140969,6.607929515418502,59.91189427312775,72.79411764705883,47.25274725274725,40.0,40.0,100.0,62.55506607929515,227.0,6.0,11.0
us open,R128,2022,73.0,203.0,37.0,140.0,53.0,14.0,22.0,17.0,4.722222222222222,3.888888888888889,56.388888888888886,68.96551724137932,46.496815286624205,59.45945945945946,59.45945945945946,100.0,59.166666666666664,360.0,8.0,9.0
us open,R128,2023,67.0,183.0,32.0,125.0,45.0,19.0,21.0,19.0,5.9375,5.9375,57.1875,68.30601092896174,48.9051094890511,65.625,65.625,100.0,60.0,320.0,10.0,9.0
us open,R128,2024,57.0,138.0,17.0,102.0,38.0,16.0,10.0,30.0,12.048192771084338,6.425702811244979,55.42168674698795,73.91304347826086,51.35135135135135,58.82352941176471,58.82352941176471,100.0,63.85542168674698,249.0,7.0,23.0
us open,R32,2022,46.0,130.0,14.0,81.0,36.0,2.0,3.0,2.0,0.9345794392523363,0.9345794392523363,60.747663551401864,62.30769230769231,54.761904761904766,21.428571428571427,21.428571428571427,100.0,59.345794392523366,214.0,1.0,1.0
us open,R32,2024,49.0,150.0,24.0,110.0,38.0,6.0,16.0,25.0,10.204081632653061,2.4489795918367347,61.224489795918366,73.33333333333333,51.578947368421055,66.66666666666666,66.66666666666666,100.0,64.89795918367346,245.0,17.0,8.0
us open,R64,2021,46.0,133.0,8.0,103.0,35.0,7.0,6.0,42.0,20.792079207920793,3.4653465346534658,65.84158415841584,77.44360902255639,66.66666666666666,75.0,75.0,100.0,73.76237623762376,202.0,31.0,11.0
us open,R64,2022,43.0,147.0,18.0,110.0,40.0,10.0,12.0,9.0,3.862660944206009,4.291845493562231,63.0901287553648,74.82993197278913,50.0,66.66666666666666,66.66666666666666,100.0,65.66523605150213,233.0,4.0,5.0
us open,R64,2024,61.0,183.0,31.0,126.0,49.0,17.0,18.0,16.0,5.161290322580645,5.483870967741936,59.03225806451613,68.85245901639344,48.031496062992126,58.06451612903226,58.06451612903226,100.0,60.322580645161295,310.0,12.0,4.0
wimbledon,QF,2024,61.0,171.0,22.0,120.0,45.0,4.0,12.0,17.0,6.049822064056939,1.4234875444839856,60.854092526690394,70.17543859649122,55.45454545454545,54.54545454545454,54.54545454545454,100.0,64.41281138790036,281.0,7.0,10.0
wimbledon,R128,2021,29.0,122.0,10.0,92.0,30.0,4.0,6.0,13.0,7.303370786516854,2.247191011235955,68.53932584269663,75.40983606557377,51.78571428571429,60.0,60.0,100.0,67.97752808988764,178.0,10.0,3.0
wimbledon,R128,2022,28.0,106.0,12.0,85.0,29.0,7.0,7.0,18.0,10.909090909090908,4.242424242424243,64.24242424242425,80.18867924528303,47.45762711864407,58.333333333333336,58.333333333333336,100.0,68.48484848484848,165.0,16.0,2.0
wimbledon,R128,2023,30.0,111.0,16.0,79.0,28.0,7.0,9.0,9.0,5.232558139534884,4.069767441860465,64.53488372093024,71.17117117117117,49.18032786885246,56.25,56.25,100.0,63.372093023255815,172.0,5.0,4.0
wimbledon,R128,2024,42.0,167.0,31.0,111.0,38.0,5.0,18.0,15.0,5.555555555555555,1.8518518518518516,61.85185185185185,66.46706586826348,40.77669902912621,58.06451612903226,58.06451612903226,100.0,56.666666666666664,270.0,12.0,3.0
wimbledon,R16,2024,41.0,133.0,16.0,97.0,36.0,8.0,10.0,13.0,6.63265306122449,4.081632653061225,67.85714285714286,72.93233082706767,65.07936507936508,62.5,62.5,100.0,70.40816326530613,196.0,3.0,10.0
